RB1911.SHF,COMMODITY,FUTURES,METAL,螺纹钢1911,SHFE,10,2019-11-15,螺纹钢,10吨,人民币元/吨
RB1912.SHF,COMMODITY,FUTURES,METAL,螺纹钢1912,SHFE,10,2019-12-16,螺纹钢,10吨,人民币元/吨
RB2001.SHF,COMMODITY,FUTURES,METAL,螺纹钢2001,SHFE,10,2020-01-15,螺纹钢,10吨,人民币元/吨
RB2002.SHF,COMMODITY,FUTURES,METAL,螺纹钢2002,SHFE,10,2020-02-17,螺纹钢,10吨,人民币元/吨
RB2003.SHF,COMMODITY,FUTURES,METAL,螺纹钢2003,SHFE,10,2020-03-16,螺纹钢,10吨,人民币元/吨
RM001.CZC,COMMODITY,FUTURES,AGRICULTURE,菜籽粕2001,CZCE,10,2020-01-15,菜籽粕,10吨,人民币元/吨
RM003.CZC,COMMODITY,FUTURES,AGRICULTURE,菜籽粕2003,CZCE,10,2020-03-13,菜籽粕,10吨,人民币元/吨
RM909.CZC,COMMODITY,FUTURES,AGRICULTURE,菜籽粕1909,CZCE,10,2019-09-16,菜籽粕,10吨,人民币元/吨
RM911.CZC,COMMODITY,FUTURES,AGRICULTURE,菜籽粕1911,CZCE,10,2019-11-14,菜籽粕,10吨,人民币元/吨
RU1909.SHF,COMMODITY,FUTURES,RESOURCE,天然橡胶1909,SHFE,10,2019-09-16,天然橡胶,10吨,人民币元/吨
RU1910.SHF,COMMODITY,FUTURES,RESOURCE,天然橡胶1910,SHFE,10,2019-10-15,天然橡胶,10吨,人民币元/吨
